,Unnamed: 0,Unnamed: 0.1,doi,pmid,text,link,label1,DNA,PROTEIN,RNA,CELL_TYPE,CELL_LINE
326,326,348,10.3390/nu10070818,29941818.0,"international scientific experts in food, nutrition, dietetics, endocrinology, physical activity, paediatrics, nursing, toxicology and public health met in lisbon on 2–4 july 2017 to develop a consensus on the use of low- and no-calorie sweeteners (lncs) as substitutes for sugars and other caloric sweeteners. lncs are food additives that are broadly used as sugar substitutes to sweeten foods and beverages with the addition of fewer or no calories. they are also used in medicines, health-care products, such as toothpaste, and food supplements. the goal of this consensus was to provide a useful, evidence-based, point of reference to assist in efforts to reduce free sugars consumption in line with current international public health recommendations. participating experts in the lisbon consensus analysed and evaluated the evidence in relation to the role of lncs in food safety, their regulation and the nutritional and dietary aspects of their use in foods and beverages. the conclusions of this consensus were: (1) lncs are some of the most extensively evaluated dietary constituents, and their safety has been reviewed and confirmed by regulatory bodies globally including the world health organisation, the us food and drug administration and the european food safety authority; (2) consumer education, which is based on the most robust scientific evidence and regulatory processes, on the use of products containing lncs should be strengthened in a comprehensive and objective way; (3) the use of lncs in weight reduction programmes that involve replacing caloric sweeteners with lncs in the context of structured diet plans may favour sustainable weight reduction. furthermore, their use in diabetes management programmes may contribute to a better glycaemic control in patients, albeit with modest results. lncs also provide dental health benefits when used in place of free sugars; (4) it is proposed that foods and beverages with lncs could be included in dietary guidelines as alternative options to products sweetened with free sugars; (5) continued education of health professionals is required, since they are a key source of information on issues related to food and health for both the general population and patients. with this in mind, the publication of position statements and consensus documents in the academic literature are extremely desirable",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6073242/,abstract,lisbon consensus,,,,
327,327,349,10.1016/j.neuroimage.2016.09.064,27729276.0,"a number of central nervous system (cns) diseases exhibit changes in myelin content and magnetic resonance longitudinal, t1, and transverse, t2, relaxation times, which therefore represent important biomarkers of cns pathology. among the methods applied for measurement of myelin water fraction (mwf) and relaxation times, the multicomponent driven equilibrium single pulse observation of t1 and t2 (mcdespot) approach is of particular interest. mcdespot permits whole brain mapping of multicomponent t1 and t2, with data acquisition accomplished within a clinically realistic acquisition time. unfortunately, previous studies have indicated the limited performance of mcdespot in the setting of the modest signal-to-noise range of high-resolution mapping, required for the depiction of small structures and to reduce partial volume effects. recently, we showed that a new bayesian monte carlo (bmc) analysis substantially improved determination of mwf from mcdespot imaging data. however, our previous study was limited in that it did not discuss determination of relaxation times. here, we extend the bmc analysis to the simultaneous determination of whole-brain mwf and relaxation times using the two-component mcdespot signal model. simulation analyses and in-vivo human brain studies indicate the overall greater performance of this approach compared to the stochastic region contraction (src) algorithm, conventionally used to derive parameter estimates from mcdespot data. src estimates of the transverse relaxation time of the long t2 fraction, t2,l, and the longitudinal relaxation time of the short t1 fraction, t1,s, clustered towards the lower and upper parameter search space limits, respectively, indicating failure of the fitting procedure. we demonstrate that this effect is absent in the bmc analysis. our results also showed improved parameter estimation for bmc as compared to src for high-resolution mapping. overall we find that the combination of bmc analysis and mcdespot, bmc-mcdespot, shows excellent performance for accurate high-resolution whole-brain mapping of mwf and bi-component transverse and longitudinal relaxation times within a clinically realistic acquisition time",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5303643/,abstract,"t1 , t2 , long t2 fraction , short t1 fraction","mcdespot , mcdespot , src , src , t2,l , t1,s , src",,,
328,328,350,10.1002/prca.201600103,28112871.0,"purposeproteomic analysis of blood proteins in dbs is gaining attention as a possible replacement for measurements in plasma/serum collected by venipuncture. we aimed to develop and provisionally validate a nanoflow lc-prm-ms method for clinical use.experimental designwe used skyline to develop a nanoflow lc-prm-ms method to quantify glycated hemoglobin-β, apolipoprotein a-i, and apolipoprotein b in dbs. precision, linearity, interferences, and stability and were determined and the method was used to analyze samples from 36 human volunteers. the method was compared with clinically validated measurements in paired blood collected via venipuncture.resultsthe method was relatively precise for these proteins (10–11% cv) and linear across the normal concentration ranges of these proteins. interference from high total serum protein concentration (>8 g/dl) was noted for apolipoprotein a-i and apolipoprotein b. proteins in dbs were stable for 14 d at temperatures below 25°c and trypsinized samples were stable for 48 h at 7°c. there was moderate correlation with clinical methods (r = 0.783–0.858) and significant bias in individual samples.conclusions and clinical relevancealthough the method had adequate precision and linearity for a biomarker, the accuracy compared with clinically validated assays raises concerns regarding the use of dbs compared with venipuncture for clinical use",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5501987/,abstract,,"blood proteins , apolipoprotein b , serum protein , apolipoprotein a-i and apolipoprotein b. proteins , samples.conclusions",,,
329,329,351,10.1007/s12687-016-0283-3,27796853.0,"the study aims to describe the logistics and results of a programme for newborn screening for sickle cell disease based on samples from the umbilical cord. samples were dried on guthrie cards and analysed by high pressure liquid chromatography. all suspected clinically significant abnormal genotypes were confirmed by age 4–6 weeks with family studies and then recruited to local sickle cell clinics. the programme has screened 66,833 samples with the sickle cell trait in 9.8 % and the hbc trait in 3.8 %. sickle cell syndromes occurred in 407 babies (204 ss, 148 sc, 35 sbeta+ thalassaemia, 6 sbetao thalassaemia, 6 sickle cell-variants, 8 sickle cell-hereditary persistence of fetal haemoglobin) and hbc syndromes in 42 (22 cc, 14 cbeta+ thalassaemia, 1 cbetao thalassaemia, 5 hbc- hereditary persistence of fetal haemoglobin). focusing on the year 2015, screening was performed in 15,408, compliance with sample collection was 98.1 %, and maternal contamination occurred in 335 (2.6 %) but in only 0.05 % did diagnostic confusion require patient recall and further tests. this model of newborn screening for sickle cell disease is accurate, robust and economic. it is hoped that it may be helpful for other societies with high prevalence of abnormal haemoglobins and limited resources, who are planning to embark on newborn screening for sickle cell disease",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5222757/,abstract,hbc trait,"fetal haemoglobin , hbc , cbeta+ , fetal haemoglobin",,,"15,408"
330,330,352,10.1038/gim.2017.61,28661487.0,"purposetesting for inborn errors of metabolism is performed by clinical laboratories worldwide, each utilizing laboratory-developed procedures. we sought to summarize performance in the college of american pathologists’ (cap) proficiency testing (pt) program and identify opportunities for improving laboratory quality. when evaluating pt data, we focused on a subset of laboratories that have participated in at least one survey since 2010.methodsan analysis of laboratory performance (2004 to 2014) on the biochemical genetics pt surveys, a program administered by cap and the american college of medical genetics and genomics. analytical and interpretive performance was evaluated for four tests: amino acids, organic acids, acylcarnitines, and mucopolysaccharides.resultssince 2010, 150 laboratories have participated in at least one of four pt surveys. analytic sensitivities ranged from 88.2 to 93.4%, while clinical sensitivities ranged from 82.4 to 91.0%. performance was higher for us participants and for more recent challenges. performance was lower for challenges with subtle findings or complex analytical patterns.conclusionus clinical biochemical genetics laboratory proficiency is satisfactory, with a minority of laboratories accounting for the majority of errors. our findings underscore the complex nature of clinical biochemical genetics testing and highlight the necessity of continuous quality management",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5763156/,abstract,,patterns.conclusionus,,,
331,331,353,,30245780.0,"the genetic load and diversity of monogenic hereditary diseases (hd) in the russian population of karachay-cherkess republic (kchr), living in 10 administrative and municipal divisions, were studied. the total size of the population surveyed was 410,367 people, including 134,756 russians. in total, 385 patients from 281 families were registered among russians of kchr. genetic load of ad, ar, and x-linked diseases (3.01 ± 0.32, 1.98 ± 0.26, and 1.23 ± 0.29, respectively) are more than twice higher in cities and municipal centers than in corresponding rural regions (1.00 ± 0.10, 0.89 ± 0.09, and 0.42 ± 0.09, respectively). the diversity of hd was 96 nosological forms: 56 diseases with ad type of inheritance (193 patients from 126 families), 28 clinical forms with ar (152 patients out of 124 families) and 12 diseases with the x-linked type of inheritance (40 affected from 31 families). a comparative analysis of the diversity of ad and ar hd with the previously studied populations and ethnic groups of the european part of russia (russians of 7 regions, 5 peoples of the volga-ural region, and 5 populations of the north caucasus) was conducted, showing that russians in the kchr preserved genetic load with other russian populations and its difference from the same mutation pool of karachays and circassians",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6146169/,abstract,volga-ural region,,,,
332,332,354,10.1155/2017/6859820,29464117.0,"background nutrient status in phenylketonuria (pku) requires surveillance due to the restrictive low-phe diet in combination with amino acid medical foods (aa-mf) or glycomacropeptide medical foods (gmp-mf). micronutrient profiles of medical foods are diverse, and optimal micronutrient supplementation in pku has not been established. methods in a crossover design, 30 participants with pku were randomized to consume aa-mf and glytactin™ gmp-mf in combination with a low-phe diet for 3 weeks each. fasting venipunctures, medical food logs, and 3-day food records were obtained. metabolomic analyses were completed in plasma and urine by metabolon, inc. results the low-phe diets in combination with aa-mf and gmp-mf were generally adequate based on dietary reference intakes, clinical measures, and metabolomics. without micronutrient supplementation of medical foods, >70% of participants would have inadequate intakes for 11 micronutrients. despite micronutrient supplementation of medical foods, inadequate intakes of potassium in 93% of participants and choline in >40% and excessive intakes of sodium in >63% of participants and folic acid in >27% were observed. sugar intake was excessive and provided 27% of energy. conclusions nutrient status was similar with aa-mf and glytactin gmp-mf. more research related to micronutrient supplementation of medical foods for the management of pku is needed.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5804357/,abstract,"pku , aa-mf and glytactin™ gmp-mf , pku",inc,,,
333,333,355,10.1186/s13633-017-0051-0,29026407.0,"congenital hypothyroidism occurs in approximately 1 in 2000 newborns and can have devastating neurodevelopmental consequences if not detected and treated promptly. while newborn screening has virtually eradicated intellectual disability due to severe congenital hypothyroidism in the developed world, more stringent screening strategies have resulted in increased detection of mild congenital hypothyroidism. recent studies provide conflicting evidence about the potential neurodevelopmental risks posed by mild congenital hypothyroidism, highlighting the need for additional research to further define what risks these patients face and whether they are likely to benefit from treatment. moreover, while the apparent incidence of congenital hypothyroidism has increased in recent decades, the underlying cause remains obscure in most cases. however, ongoing research into genetic causes of congenital hypothyroidism continues to shed new light on the development and physiology of the hypothalamic-pituitary-thyroid axis. the identification of igsf1 as a cause of central congenital hypothyroidism has uncovered potential new regulatory pathways in both pituitary thyrotropes and gonadotropes, while mounting evidence suggests that a significant proportion of primary congenital hypothyroidism may be caused by combinations of rare genetic variants in multiple genes involved in thyroid development and function. much remains to be learned about the origins of this common disorder and about the optimal management of less severely-affected infants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5625825/,abstract,multiple genes,igsf1,,,
334,334,356,10.1016/j.bbamem.2016.03.028,27045077.0,"placental amino acid transfer is essential for fetal development and its impairment is associated with poor fetal growth. amino acid transfer is mediated by a broad array of specific plasma membrane transporters with overlapping substrate specificity. however, it is not fully understood how these different transporters work together to mediate net flux across the placenta. therefore the aim of this study was to develop a new computational model to describe how human placental amino acid transfer functions as an integrated system. amino acid transfer from mother to fetus requires transport across the two plasma membranes of the placental syncytiotrophoblast, each of which contains a distinct complement of transporter proteins. a compartmental modelling approach was combined with a carrier based modelling framework to represent the kinetics of the individual accumulative, exchange and facilitative classes of transporters on each plasma membrane. the model successfully captured the principal features of transplacental transfer. modelling results clearly demonstrate how modulating transporter activity and conditions such as phenylketonuria, can increase the transfer of certain groups of amino acids, but that this comes at the cost of decreasing the transfer of others, which has implications for developing clinical treatment options in the placenta and other transporting epithelia",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4884669/,abstract,,"plasma membrane transporters , transporter proteins",,,
335,335,357,10.1111/ahg.12177,27870113.0,"identifying the genetic etiology in a person with hearing loss (hl) is challenging due to the extreme genetic heterogeneity in hl and the population specific variability. in this study, after excluding gjb2 variants, targeted resequencing of 180 deafness-related genes revealed the causative variants in 11 of 19 (58%) brazilian probands with autosomal recessive hl. identified pathogenic variants were in myo15a (10 families) and cldn14 (1 family). remarkably, the myo15a p.(val1400met) variant was identified in 8 families from the city of monte santo in the northeast region of brazil. haplotype analysis of this variant was consistent with a single founder. no other cases with this variant were detected among 105 simplex cases from other cities of northeastern brazil, suggesting that this variant is confined to a geographical region. this study suggests that it is feasible to develop population-specific screening for deafness variants once causative variants are identified in different geographical groups",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5127167/,abstract,"deafness-related genes , myo15a p.(val1400met) variant","hl , cldn14",,,gjb2 variants
336,336,358,10.1016/j.bbagrm.2016.02.005,26855178.0,"mutations in hepatocyte nuclear factor 1 transcription factors (hnf1α/β) are associated with diabetes. these factors are well studied in the liver, pancreas and kidney, where they direct tissue-specific gene regulation. however, they also have an important role in the biology of many other tissues, including the intestine. we investigated the transcriptional network governed by hnf1 in an intestinal epithelial cell line (caco2). we used chromatin immunoprecipitation followed by direct sequencing (chip-seq) to identify hnf1 binding sites genome-wide. direct targets of hnf1 were validated using conventional chip assays and confirmed by sirna-mediated depletion of hnf1, followed by rt-qpcr. gene ontology process enrichment analysis of the hnf1 targets identified multiple processes with a role in intestinal epithelial cell function, including properties of the cell membrane, cellular response to hormones, and regulation of biosynthetic processes. approximately 50% of hnf1 binding sites were also occupied by other members of the intestinal transcriptional network, including hepatocyte nuclear factor 4a (hnf4a), caudal type homeobox 2 (cdx2), and forkhead box a2 (foxa2). depletion of hnf1 in caco2 cells increases foxa2 abundance and decreases levels of cdx2, illustrating the coordinated activities of the network. these data suggest that hnf1 plays an important role in regulating intestinal epithelial cell function, both directly and through interactions with other intestinal transcription factors",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4818657/,abstract,"chromatin , hnf1 binding sites , hnf1 binding sites","hepatocyte nuclear factor 1 transcription factors , hnf1α/β , hnf1 , hnf1 , hnf1 , rt-qpcr , hnf1 , hepatocyte nuclear factor 4a , hnf4a , caudal type homeobox 2 , cdx2 , forkhead box a2 , hnf1 , cdx2 , hnf1 , intestinal transcription factors",,"intestinal epithelial cell , intestinal epithelial cell","intestinal epithelial cell line , caco2 , caco2 cells"
337,337,359,10.3389/fonc.2018.00082,29629339.0,"among all the adaptations of cancer cells, their ability to change metabolism from the oxidative to the glycolytic phenotype is a hallmark called the warburg effect. studies on tumor metabolism show that improved glycolysis and glutaminolysis are necessary to maintain rapid cell proliferation, tumor progression, and resistance to cell death. thyroid neoplasms are common endocrine tumors that are more prevalent in women and elderly individuals. the incidence of thyroid cancer has increased in the past decades, and recent findings describing the metabolic profiles of thyroid tumors have emerged. currently, several drugs are in development or clinical trials that target the altered metabolic pathways of tumors are undergoing. we present a review of the metabolic reprogramming in cancerous thyroid tissues with a focus on the factors that promote enhanced glycolysis and the possible identification of promising metabolic targets in thyroid cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5876306/,abstract,,,,cancer cells,
338,338,360,10.1126/scitranslmed.aad8166,27280686.0,"many genetic and acquired liver disorders are amenable to gene and/or cell therapy. however, the efficiencies of cell engraftment and stable genetic modification are low and often sub-therapeutic. in particular, targeted gene modifications from homologous recombination are rare events. these obstacles could be overcome if hepatocytes that have undergone genetic modification were to be selectively amplified or expanded. here we describe a universally applicable system for in vivo selection and expansion of gene-modified hepatocytes in any genetic background. in this system, the therapeutic transgene is co-expressed with a short hairpin rna (shrna) that confers modified hepatocytes with resistance to drug-induced toxicity. an shrna against the tyrosine catabolic enzyme 4-oh-phenylpyruvate dioxygenase (hpd) protected hepatocytes from 4-[(2-carboxyethyl)-hydroxyphosphinyl]-3-oxobutyrate (cehpoba), a small molecule inhibitor of fumarylacetoacetate hydrolase (fah). in order to select for specific gene targeting events, the protective shrna was embedded in a mirna and inserted into a recombinant aav vector designed to integrate site-specifically into the highly active albumin locus. after selection of the gene-targeted cells, transgene expression increased 10- to 1,000-fold, reaching supra-physiological levels of 50,000 ng/ml of human factor 9 protein in mice. this drug resistance system can be used to achieve therapeutically relevant transgene levels in hepatocytes in any setting.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242329/,abstract,albumin locus,"tyrosine catabolic enzyme 4-oh-phenylpyruvate dioxygenase (hpd) protected hepatocytes , fumarylacetoacetate hydrolase , fah , human factor 9 protein",,"hepatocytes , gene-modified hepatocytes , hepatocytes , hepatocytes",gene-targeted cells
339,339,361,10.1016/j.ymgmr.2015.07.002,26937412.0,"background and aimsbh4-sensitive phenylketonuria (pku) patients relax their phenylalanine (phe) restricted diet due to increased phe tolerance, while keeping dried blood phe concentrations with in the therapeutic range. we aimed to investigate metabolic control, eating habits and nutrient supply under long-term bh4-therapy.patients and methodsretrospective analysis of mean dried blood phe concentrations and their variability, food and nutrient intake in bh4-sensitive patients (n = 8, 3f, age 6.0–16.6 y) under classical dietary treatment for one year and during the three years after initiation of bh4.resultsphe concentrations of bh4-sensitve pku patients remained within therapeutic range throughout the observation period, independent of therapeutic regime. under bh4, phe tolerance increased significantly (493.2 ± 161.8 mg/d under classical diet vs 2021.93 ± 897.4 mg/d two years under bh4; p = 0.004). variability of phe concentrations remained unchanged (mean sd; p = 1.000). patients adjust their food choice and significantly increased their intake of cereals, potatoes, dairy products and meat (p = 0.019, p = 0.016, p = 0.016 and p = 0.016, respectively). under diet changes after implementation of bh4 a drop in micronutrient intake (vitamin d, folic acid, iron, calcium, iodine) could be revealed (p = 0.005, p < 0.001, p = 0.004, p = 0.001, p = 0.003, respectively).conclusionsbh4-sensitive pku patients can achieve good metabolic control under an adjuvant bh4- or a bh4 monotherapy. the liberalized diet under bh4 seems to jeopardize the quality of patients' nutrition, and these patients require close follow-up and special nutrition education to minimize the risk for imbalanced diet and nutrient deficiencies.abbreviations: aam, amino acid mixture; bh4, tetrahydrobiopterin; phe, phenylalanine; pku, phenylketonuria",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750587/,abstract,,"bh4.resultsphe , dairy products , nutrient deficiencies.abbreviations , tetrahydrobiopterin",,,
340,340,362,10.1038/eye.2015.278,26821761.0,"purposeto assess the outcome of early therapeutic penetrating keratoplasty (pkp) for corneal melt leading to perforation in children.methodscase notes of all the consecutive patients presenting with acute corneal perforation that underwent urgent therapeutic pkp between 2000 and 2010 to the practice of one of the authors, both nhs at great ormond street hospital for children and private, were retrospectively reviewed. onset of perforation, underlying cause, medical and surgical treatment, pre- and post-operative visual acuity, graft clarity, length of follow-up, and post-operative complications were recorded.resultsfour eyes of four consecutive patients (mean age of 9.5 years and median 8.5 years, range 4–17 years) were treated for acquired acute onset corneal perforations. there were three females and one male. etiologies included herpes simplex keratitis secondary to immune recovery disease post bone marrow transplantation, acanthamoeba keratitis, recessive dystrophic epidermolysis bullosa, and blepharokeratoconjunctivitis with acne rosacea. pre-operative visual acuity ranged from hand movements to 6/150. all the patients had severe anterior chamber inflammation. all eyes improved in visual acuity ranging from 6/9 to 6/18 with clear grafts at last follow-up. there was no recurrence of melt or perforation. mean follow-up was 67 months (median 44 months).conclusionpkp during the acute phase together with aggressive medical therapy and close follow-up may achieve good visual outcomes in children with corneal melt with perforation and should be considered. waiting may sometimes allow the marked inflammatory response seen in children to cause irreversible structural and/or functional damage.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5108539/,abstract,,"children.methodscase , recorded.resultsfour",,,
341,341,363,10.1371/journal.pone.0176344,28445494.0,"maternal perception of child's nutritional status has a potential impact on the identification, prevention, and treatment of childhood overweight. thus, the aim of this study was to evaluate the prevalence of misperception and factors associated with maternal perception of the nutritional status of first- to third-grade elementary school students from private schools in the federal district, brazil. this cross-sectional study was conducted with 554 mother-child pairs. children's nutritional status was assessed by measuring their weight and height. the mothers completed an online questionnaire about sociodemographic data, maternal nutritional status, maternal perception of her own nutritional status (silhouette scale for female adults), and maternal perception of child's nutritional status (silhouette scale for children). only 30.0% of the mothers were successful in choosing the most appropriate silhouette to represent child's nutritional status. highly educated mothers (adjusted or = 1.51) and mothers of male children (adjusted or = 2.53) or of non-overweight children (adjusted or = 1.65) were more likely to underestimate child's nutritional status. conversely, mothers below 35 years of age (adjusted or = 1.85) and mothers of female children (adjusted or = 2.24) or of overweight children (adjusted or = 1.94) were more likely to overestimate child's nutritional status. there was a high prevalence of misperception, which shows the need for interventions for children that take into account the relevance of mother's role and the adequate recognition of child's nutritional status.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5405958/,abstract,,,,,
342,342,364,10.3390/nu9080913,28829397.0,"the translation of the growing increase of findings emerging from basic nutritional science into meaningful and clinically relevant dietary advices represents nowadays one of the main challenges of clinical nutrition. from nutrigenomics to deep phenotyping, many factors need to be taken into account in designing personalized and unbiased nutritional solutions for individuals or population sub-groups. likewise, a concerted effort among basic, clinical scientists and health professionals will be needed to establish a comprehensive framework allowing the implementation of these new findings at the population level. in a world characterized by an overwhelming increase in the prevalence of obesity and associated metabolic disturbances, such as type 2 diabetes and cardiovascular diseases, tailored nutrition prescription represents a promising approach for both the prevention and management of metabolic syndrome. this review aims to discuss recent works in the field of precision nutrition analyzing most relevant aspects affecting an individual response to lifestyle/nutritional interventions. latest advances in the analysis and monitoring of dietary habits, food behaviors, physical activity/exercise and deep phenotyping will be discussed, as well as the relevance of novel applications of nutrigenomics, metabolomics and microbiota profiling. recent findings in the development of precision nutrition are highlighted. finally, results from published studies providing examples of new avenues to successfully implement innovative precision nutrition approaches will be reviewed",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5579706/,abstract,,,,,
343,343,365,10.1007/s00431-015-2622-5,26350228.0,"to avoid potentially severe outcomes, phenylketonuria (pku) must be detected as soon as possible after birth and managed with life-long treatment. a questionnaire-based survey was performed to document diagnosis and management practices for pku in a region of southern and eastern europe. prevalence and management data were obtained from 37/59 (63 %) centres within 19/22 (86 %) contacted countries (n = 8600 patients). the main results’ analysis was based on completed questionnaires obtained from 31 centres (53 %) within 15 countries (68 %). a median of 10 % of patients per centre had been diagnosed after the newborn period. metabolic dieticians and specialised adult pku clinics were lacking in 36 and 84 % of centres, respectively. in 26 % of centres, treatment initiation was delayed until >15 days of life. blood phenylalanine (phe) thresholds to start treatment and upper phe targets were inconsistent across centres. ten percent of centres reported monitoring phe every 2 weeks for pregnant women with pku, which is insufficient to minimise risk of neonatal sequalae. sapropterin dihydrochloride treatment was available in 48 % of centres, with 24-h responsiveness tests most common (36 %). only one centre among the five countries lacking newborn screening provided a completed questionnaire.conclusion: targeted efforts by health care professionals and governments are needed to optimise diagnostic and management approaches for pku in southern and eastern europe.“what is known”• pku must be detected early and optimally managed throughout life to avoid poor outcomes, yet newborn screening is not universal and diagnostic and management practices for pku are known to vary widely between different centres and countries.
• targeted efforts by health care professionals and governments are needed to optimise diagnostic and management approaches.
“what is new”• pku management practices are documented in 19 south and eastern european countries indicating a heterogeneous situation across the region.
• key areas for improvement identified in surveyed centres include a need for comprehensive screening in all countries, increased number of metabolic dietitians and specialised adult pku clinics, delayed time to treatment initiation, appropriate phe thresholds, phe targets and monitoring frequencies, and universal access to currently available treatment options.
open in a separate windowelectronic supplementary materialthe online version of this article (doi:10.1007/s00431-015-2622-5) contains supplementary material, which is available to authorized users",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4724370/,abstract,"pku , ’ , pku , pku , pku , pku , phe targets",new”•,,,
344,344,366,10.1016/j.cmet.2017.12.006,29337136.0,"when mammalian cells are deprived of glutamine, exogenous asparagine rescues cell survival and growth. here we report that this rescue results from use of asparagine in protein synthesis. all mammalian cell lines tested lacked cytosolic asparaginase activity and could not utilize asparagine to produce other amino acids or biosynthetic intermediates. instead, most glutamine-deprived cell lines are capable of sufficient glutamine synthesis to maintain essential amino acid uptake and production of the glutamine-dependent biosynthetic precursors – with the exception of asparagine. while experimental introduction of cytosolic asparaginase could enhance the synthesis of glutamine, increase tca cycle anaplerosis and the synthesis of nucleotide precursors, cytosolic asparaginase suppressed the growth and survival of cells in glutamine-depleted media in vitro and severely compromised the in vivo growth of tumor xenografts. these results suggest that the lack of asparaginase activity represents an evolutionary adaptation to allow mammalian cells to survive pathophysiologic variations in extracellular glutamine.index: glutamine, asparagine, translation, asparaginase",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5803449/,abstract,,"cytosolic asparaginase , glutamine-dependent biosynthetic precursors , cytosolic asparaginase , cytosolic asparaginase , asparaginase",,"mammalian cells , mammalian cells","mammalian cell lines , glutamine-deprived cell lines"
345,345,367,10.1155/2018/3458185,30410553.0,"the study aimed to investigate the mechanism of the effect of compound tufuling granules (ctg) to lower the serum uric acid level in a rat model of hyperuricemia. the rat model was established by administering hypoxanthine through oral gavage and potassium oxonate through intraperitoneal injection. rats were divided into the normal group, model group, ctg group, and allopurinol group. serum uric acid, creatinine, urea nitrogen, and inflammatory cytokine levels were determined in each group. in the model group, ultrahigh performance liquid chromatography-mass spectrometry was used to analyze the metabolic profiles and delineate the action mechanism of ctg; in addition, the orthogonal projection method was used to perform latent structure-discrimination analysis to screen the related metabolites. the results indicated significant differences in the metabolic profiles between the model and normal groups. a total of seven related metabolites were identified through screening in the model group, mainly related to the pathways of bile secretion, pyrimidine, purine, and phenylalanine metabolism, pantothenate and coa biosynthesis, and pentose and glucuronate interconversions; these related pathways were reversed in the ctg group. in the metabolic networks, uracil and acetyl-coenzyme a were the nodal molecules. in addition, the test results of the evaluation of serum biochemical and inflammatory factors confirmed that ctg had significant effect in reducing the levels of serum uric acid and protecting renal function. these results confirmed that ctg primarily regulated the recruitment of nodal molecules to achieve anti-inflammatory effects, reduced uric acid level, and renal protection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6206513/,abstract,,"inflammatory cytokine , inflammatory factors",,,
346,346,368,10.1080/13648470.2017.1381230,29533091.0,"within the context of a globalising agenda for genetic research where ‘global health’ is increasingly seen as necessarily informed by and having to account for genomics, the focus on rare genetic diseases is becoming prominent. drawing from ethnographic research carried out separately by both authors in brazil, this paper examines how an emerging focus on two different arenas of rare genetic disease, cancer genetics and a class of degenerative neurological diseases known as ataxias, is subject to and a product of the dynamics of inclusion and exclusion as this concerns participation in research and access to health care. it examines how in these different cases ‘rarenesss’ has been diversely situated and differently politicised and how clinicians, patients and their families grapple with the slippery boundaries between research, rights to health and the limits of care, therapy or prevention. it illustrates how attention to rare genetic disease in brazil emerges at the intersection of a particular history of genetic research and public health infrastructure, densely complicated feedback loops between clinical care and research, patient mobilisation around the ‘judicialisation’ of health and recent state legislation regarding rare disease in brazil. it highlights the relevance of local configurations in the way rare genetic disease is being made relevant for and by different communities",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5890301/,abstract,"’ , ‘judicialisation’",,,,
347,347,369,10.1016/j.gendis.2015.02.008,30258868.0,"this review considers available evidence for mechanisms of conferred adaptive advantages in the face of specific infectious diseases. in short, we explore a number of genetic conditions, which carry some benefits in adverse circumstances including exposure to infectious agents. the examples discussed are conditions known to result in resistance to a specific infectious disease, or have been proposed as being associated with resistance to various infectious diseases. these infectious disease—genetic disorder pairings include malaria and hemoglobinopathies, cholera and cystic fibrosis, tuberculosis and tay-sachs disease, mycotic abortions and phenylketonuria, infection by enveloped viruses and disorders of glycosylation, infection by filoviruses and niemann–pick c1 disease, as well as rabies and myasthenia gravis. we also discuss two genetic conditions that lead to infectious disease hypersusceptibility, although we did not cover the large number of immunologic defects leading to infectious disease hypersusceptibilities. four of the resistance-associated pairings (malaria/hemogloginopathies, cholera/cystic fibrosis, tuberculosis/tay-sachs, and mycotic abortions/phenylketonuria) appear to be a result of selection pressures in geographic regions in which the specific infectious agent is endemic. the other pairings do not appear to be based on selection pressure and instead may be serendipitous. nonetheless, research investigating these relationships may lead to treatment options for the aforementioned diseases by exploiting established mechanisms between genetically affected cells and infectious organisms. this may prove invaluable as a starting point for research in the case of diseases that currently have no reliably curative treatments, e.g., hiv, rabies, and ebola",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6150079/,abstract,,,,,
